,Age,DailyRate,Department,EducationField,Gender,MaritalStatus,MonthlyRate,OverTime,Bonus
1219,29,1082,Research & Development,Medical,Female,Married,25412,No,2541.2
1220,36,530,Sales,Life Sciences,Female,Single,7439,No,743.9
1221,45,1238,Research & Development,Life Sciences,Male,Married,3395,No,339.5
1222,24,240,Human Resources,Human Resources,Male,Married,11585,No,1158.5
1223,47,1093,Sales,Life Sciences,Male,Married,24164,No,2416.4
1224,26,390,Research & Development,Medical,Male,Married,6217,No,621.7
1225,45,1005,Research & Development,Technical Degree,Female,Single,17119,No,1711.9
1226,32,585,Research & Development,Life Sciences,Male,Married,17360,No,1736.0
1227,31,741,Research & Development,Life Sciences,Male,Married,18103,No,1810.3
1228,41,552,Human Resources,Human Resources,Male,Married,20794,No,2079.4
1229,40,369,Research & Development,Life Sciences,Female,Married,5041,Yes,504.1
1230,24,506,Research & Development,Medical,Male,Divorced,3622,No,362.2
1231,46,717,Research & Development,Life Sciences,Male,Single,9697,No,969.7
1232,35,1370,Research & Development,Life Sciences,Male,Married,5151,No,515.1
1233,30,793,Research & Development,Life Sciences,Male,Married,3811,No,381.1
1234,47,543,Sales,Marketing,Male,Married,3536,No,353.6
1235,46,1277,Sales,Life Sciences,Male,Divorced,5596,Yes,559.6
1236,36,1456,Sales,Marketing,Male,Divorced,8658,Yes,865.8
1237,32,964,Sales,Life Sciences,Male,Single,12147,No,1214.7
1238,23,160,Research & Development,Medical,Female,Single,12862,No,1286.2
1239,31,163,Research & Development,Technical Degree,Female,Single,6670,No,667.0
1240,39,792,Research & Development,Life Sciences,Male,Married,8989,Yes,898.9
1241,32,371,Sales,Life Sciences,Male,Married,3840,No,384.0
1242,40,611,Sales,Medical,Male,Single,4349,No,434.9
1243,45,176,Human Resources,Life Sciences,Female,Married,6595,No,659.5
1244,30,1312,Research & Development,Technical Degree,Female,Single,26427,No,2642.7
1245,24,897,Human Resources,Medical,Male,Married,2097,No,209.7
1246,30,600,Human Resources,Human Resources,Female,Divorced,9732,No,973.2
1247,31,1003,Sales,Technical Degree,Male,Married,20943,No,2094.3
1248,27,1054,Research & Development,Medical,Female,Single,6152,No,615.2
1249,29,428,Sales,Marketing,Female,Single,14630,No,1463.0
1250,29,461,Research & Development,Life Sciences,Male,Single,23060,Yes,2306.0
1251,30,979,Sales,Marketing,Male,Divorced,3088,No,308.8
1252,34,181,Research & Development,Medical,Male,Married,5586,Yes,558.6
1253,33,1283,Sales,Marketing,Female,Single,10697,No,1069.7
1254,49,1313,Sales,Marketing,Female,Single,8191,No,819.1
1255,33,211,Sales,Life Sciences,Female,Single,10092,Yes,1009.2
1256,38,594,Research & Development,Medical,Female,Married,15963,No,1596.3
1257,31,1079,Sales,Marketing,Male,Married,19002,No,1900.2
1258,29,590,Research & Development,Technical Degree,Female,Divorced,10007,No,1000.7
1259,30,305,Research & Development,Life Sciences,Male,Married,9128,No,912.8
1260,32,953,Research & Development,Technical Degree,Male,Single,17674,No,1767.4
1261,38,833,Research & Development,Medical,Male,Married,24539,Yes,2453.9
1262,43,807,Research & Development,Technical Degree,Male,Married,15587,Yes,1558.7
1263,42,855,Research & Development,Medical,Male,Divorced,8952,No,895.2
1264,55,478,Research & Development,Medical,Male,Married,19805,No,1980.5
1265,33,775,Research & Development,Technical Degree,Male,Divorced,6194,No,619.4
1266,41,548,Research & Development,Life Sciences,Male,Divorced,20520,No,2052.0
1267,34,1375,Sales,Life Sciences,Male,Divorced,12313,Yes,1231.3
1268,53,661,Research & Development,Medical,Female,Married,22308,Yes,2230.8
1269,43,244,Human Resources,Life Sciences,Male,Single,5033,No,503.3
1270,34,511,Sales,Life Sciences,Female,Single,25353,No,2535.3
1271,21,337,Sales,Marketing,Male,Single,4567,No,456.7
1272,38,1153,Research & Development,Other,Female,Married,16376,No,1637.6
1273,22,1294,Research & Development,Medical,Female,Married,15999,Yes,1599.9
1274,31,196,Sales,Marketing,Female,Married,13402,No,1340.2
1275,51,942,Research & Development,Technical Degree,Female,Married,22984,No,2298.4
1276,37,589,Sales,Marketing,Male,Married,8800,No,880.0
1277,46,734,Research & Development,Medical,Male,Divorced,14218,Yes,1421.8
1278,36,1383,Research & Development,Life Sciences,Male,Married,25949,Yes,2594.9
1279,44,429,Research & Development,Medical,Male,Divorced,11092,Yes,1109.2
1280,37,1239,Human Resources,Other,Male,Divorced,12832,No,1283.2
1281,35,303,Sales,Life Sciences,Male,Single,13492,Yes,1349.2
1282,33,867,Research & Development,Life Sciences,Male,Married,6076,No,607.6
1283,28,1181,Research & Development,Life Sciences,Male,Married,5531,No,553.1
1284,39,1253,Research & Development,Medical,Male,Single,7914,No,791.4
1285,46,849,Sales,Life Sciences,Male,Single,25166,No,2516.6
1286,40,616,Research & Development,Life Sciences,Female,Married,25605,No,2560.5
1287,42,1128,Research & Development,Medical,Male,Married,5696,No,569.6
1288,35,1180,Research & Development,Medical,Male,Divorced,24442,No,2444.2
1289,38,1336,Human Resources,Human Resources,Male,Divorced,7129,No,712.9
1290,34,234,Research & Development,Life Sciences,Male,Married,6208,No,620.8
1291,37,370,Research & Development,Medical,Male,Single,4992,No,499.2
1292,39,766,Sales,Life Sciences,Male,Divorced,19188,No,1918.8
1293,43,343,Research & Development,Life Sciences,Male,Single,24978,No,2497.8
1294,41,447,Research & Development,Life Sciences,Male,Single,15530,No,1553.0
1295,41,796,Sales,Marketing,Female,Divorced,26458,Yes,2645.8
1296,30,1092,Research & Development,Medical,Female,Single,2739,No,273.9
1297,26,920,Human Resources,Medical,Female,Married,6889,Yes,688.9
1298,46,261,Research & Development,Medical,Female,Married,10842,No,1084.2
1299,40,1194,Research & Development,Life Sciences,Female,Divorced,9060,No,906.0
1300,34,810,Sales,Technical Degree,Male,Married,22128,No,2212.8
1301,58,350,Sales,Medical,Male,Divorced,22577,No,2257.7
1302,35,185,Research & Development,Medical,Male,Married,9696,No,969.6
1303,47,1001,Research & Development,Life Sciences,Female,Divorced,19271,Yes,1927.1
1304,40,750,Research & Development,Life Sciences,Female,Divorced,10748,No,1074.8
1305,54,431,Research & Development,Medical,Female,Married,15696,No,1569.6
1306,31,1125,Sales,Marketing,Female,Married,8277,No,827.7
1307,28,1217,Research & Development,Medical,Female,Married,12719,No,1271.9
1308,38,723,Sales,Marketing,Female,Married,4244,Yes,424.4
1309,26,572,Sales,Medical,Male,Single,9125,No,912.5
1310,58,1216,Research & Development,Life Sciences,Male,Married,21624,Yes,2162.4
1311,18,1431,Research & Development,Medical,Female,Single,8018,No,801.8
1312,31,359,Human Resources,Human Resources,Male,Married,21495,No,2149.5
1313,29,350,Human Resources,Human Resources,Male,Divorced,3157,Yes,315.7
1314,45,589,Sales,Life Sciences,Female,Married,19665,No,1966.5
1315,36,430,Research & Development,Other,Female,Married,19573,Yes,1957.3
1316,43,1422,Sales,Life Sciences,Male,Married,19246,No,1924.6
1317,27,1297,Research & Development,Life Sciences,Female,Single,19826,Yes,1982.6
1318,29,574,Research & Development,Medical,Male,Married,7003,No,700.3
1319,32,1318,Sales,Marketing,Male,Single,26075,No,2607.5
1320,42,355,Research & Development,Technical Degree,Male,Married,6161,No,616.1
1321,47,207,Research & Development,Life Sciences,Female,Single,5411,No,541.1
1322,46,706,Research & Development,Life Sciences,Male,Divorced,19989,No,1998.9
1323,28,280,Human Resources,Life Sciences,Male,Divorced,10494,No,1049.4
1324,29,726,Research & Development,Life Sciences,Male,Divorced,21143,No,2114.3
1325,42,1142,Research & Development,Life Sciences,Male,Single,13624,No,1362.4
1326,32,414,Sales,Marketing,Male,Single,26186,Yes,2618.6
1327,46,1319,Sales,Technical Degree,Female,Divorced,7739,No,773.9
1328,27,728,Sales,Medical,Female,Married,7018,No,701.8
1329,29,352,Human Resources,Medical,Male,Married,15434,No,1543.4
1330,43,823,Research & Development,Medical,Female,Married,22539,No,2253.9
1331,48,1224,Research & Development,Life Sciences,Male,Married,13583,No,1358.3
1332,29,459,Research & Development,Life Sciences,Male,Single,14753,Yes,1475.3
1333,46,1254,Sales,Life Sciences,Female,Married,14011,No,1401.1
1334,27,1131,Research & Development,Life Sciences,Female,Married,23844,No,2384.4
1335,39,835,Research & Development,Other,Male,Divorced,5141,No,514.1
1336,55,836,Research & Development,Technical Degree,Male,Married,7975,No,797.5
1337,28,1172,Sales,Medical,Female,Married,3692,No,369.2
1338,30,945,Sales,Medical,Male,Single,16019,No,1601.9
1339,22,391,Research & Development,Life Sciences,Male,Single,26092,Yes,2609.2
1340,36,1266,Sales,Technical Degree,Female,Married,6060,Yes,606.0
1341,31,311,Research & Development,Life Sciences,Male,Divorced,18624,No,1862.4
1342,34,1480,Sales,Life Sciences,Male,Married,24444,Yes,2444.4
1343,29,592,Research & Development,Life Sciences,Male,Single,19384,No,1938.4
1344,37,783,Research & Development,Medical,Male,Married,13588,Yes,1358.8
1345,35,219,Research & Development,Other,Female,Married,25388,Yes,2538.8
1346,45,556,Research & Development,Life Sciences,Female,Married,23888,No,2388.8
1347,36,1213,Human Resources,Human Resources,Male,Single,4223,No,422.3
1348,40,1137,Research & Development,Life Sciences,Male,Divorced,18991,No,1899.1
1349,26,482,Research & Development,Life Sciences,Female,Married,14908,Yes,1490.8
1350,27,511,Sales,Medical,Female,Single,26997,No,2699.7
1351,48,117,Research & Development,Medical,Female,Divorced,2437,No,243.7
1352,44,170,Research & Development,Life Sciences,Male,Married,9364,No,936.4
1353,34,967,Research & Development,Technical Degree,Male,Married,14460,Yes,1446.0
1354,56,1162,Research & Development,Life Sciences,Male,Single,10261,No,1026.1
1355,36,335,Sales,Marketing,Male,Married,16822,No,1682.2
1356,41,337,Sales,Marketing,Female,Married,26841,No,2684.1
1357,42,1396,Research & Development,Medical,Male,Married,14842,No,1484.2
1358,31,1079,Sales,Medical,Female,Divorced,20115,Yes,2011.5
1359,34,735,Sales,Medical,Female,Married,16495,Yes,1649.5
1360,31,471,Research & Development,Medical,Female,Divorced,16031,No,1603.1
1361,26,1096,Research & Development,Other,Male,Married,7102,No,710.2
1362,45,1297,Research & Development,Medical,Male,Single,14511,No,1451.1
1363,33,217,Sales,Marketing,Male,Single,10410,No,1041.0
1364,28,783,Sales,Life Sciences,Male,Married,19255,Yes,1925.5
1365,29,746,Sales,Technical Degree,Male,Single,10642,No,1064.2
1366,39,1251,Sales,Life Sciences,Female,Married,3987,No,398.7
1367,27,1354,Research & Development,Technical Degree,Male,Married,6073,No,607.3
1368,34,735,Research & Development,Other,Male,Married,26496,Yes,2649.6
1369,28,1475,Sales,Marketing,Female,Single,23352,Yes,2335.2
1370,47,1169,Research & Development,Technical Degree,Male,Married,2125,No,212.5
1371,56,1443,Sales,Marketing,Female,Married,20328,No,2032.8
1372,39,867,Research & Development,Medical,Male,Married,12315,No,1231.5
1373,38,1394,Research & Development,Medical,Female,Divorced,18115,Yes,1811.5
1374,58,605,Sales,Life Sciences,Female,Married,11761,Yes,1176.1
1375,32,238,Research & Development,Life Sciences,Female,Single,15318,Yes,1531.8
1376,38,1206,Research & Development,Life Sciences,Male,Divorced,14293,No,1429.3
1377,49,1064,Research & Development,Life Sciences,Male,Married,13738,No,1373.8
1378,42,419,Sales,Marketing,Male,Divorced,2900,Yes,290.0
1379,27,1337,Human Resources,Human Resources,Female,Married,19555,No,1955.5
1380,35,682,Sales,Medical,Male,Married,15975,No,1597.5
1381,28,1103,Research & Development,Medical,Male,Single,2122,No,212.2
1382,31,976,Research & Development,Medical,Male,Divorced,3995,Yes,399.5
1383,36,1351,Research & Development,Life Sciences,Male,Married,9238,No,923.8
1384,34,937,Sales,Marketing,Male,Single,6770,No,677.0
1385,34,1239,Sales,Medical,Male,Divorced,22914,No,2291.4
1386,26,157,Research & Development,Medical,Male,Single,20006,No,2000.6
1387,29,136,Research & Development,Life Sciences,Male,Married,6225,No,622.5
1388,32,1146,Research & Development,Medical,Female,Divorced,16542,No,1654.2
1389,31,1125,Research & Development,Life Sciences,Male,Married,5771,No,577.1
1390,28,1404,Research & Development,Technical Degree,Male,Divorced,18779,No,1877.9
1391,38,1404,Sales,Life Sciences,Male,Single,11473,No,1147.3
1392,35,1224,Sales,Life Sciences,Female,Married,13586,Yes,1358.6
1393,27,954,Sales,Marketing,Male,Single,5099,No,509.9
1394,32,1373,Research & Development,Life Sciences,Male,Single,10138,No,1013.8
1395,31,754,Sales,Marketing,Male,Married,21075,Yes,2107.5
1396,53,1168,Sales,Life Sciences,Male,Single,5843,Yes,584.3
1397,54,155,Research & Development,Life Sciences,Female,Married,22474,No,2247.4
1398,33,1303,Research & Development,Life Sciences,Male,Divorced,18079,No,1807.9
1399,43,574,Research & Development,Life Sciences,Male,Married,16873,No,1687.3
1400,38,1444,Human Resources,Other,Male,Married,5224,Yes,522.4
1401,55,189,Human Resources,Human Resources,Male,Married,25811,Yes,2581.1
1402,31,1276,Research & Development,Medical,Female,Divorced,17536,Yes,1753.6
1403,39,119,Sales,Marketing,Male,Single,25098,No,2509.8
1404,42,335,Research & Development,Life Sciences,Male,Single,14811,No,1481.1
1405,31,697,Research & Development,Medical,Female,Married,26862,No,2686.2
1406,54,157,Research & Development,Medical,Female,Single,25198,Yes,2519.8
1407,24,771,Research & Development,Life Sciences,Male,Single,14120,No,1412.0
1408,23,571,Research & Development,Other,Male,Single,13672,No,1367.2
1409,40,692,Research & Development,Technical Degree,Female,Married,26849,No,2684.9
1410,40,444,Sales,Marketing,Female,Married,4258,No,425.8
1411,25,309,Human Resources,Human Resources,Female,Married,19655,No,1965.5
1412,30,911,Research & Development,Medical,Male,Married,4077,No,407.7
1413,25,977,Research & Development,Other,Male,Divorced,7298,Yes,729.8
1414,47,1180,Research & Development,Medical,Male,Single,13084,No,1308.4
1415,33,1313,Research & Development,Medical,Male,Divorced,20439,No,2043.9
1416,38,1321,Sales,Life Sciences,Male,Married,7636,No,763.6
1417,31,1154,Sales,Life Sciences,Male,Married,6393,No,639.3
1418,38,508,Research & Development,Life Sciences,Male,Married,14284,No,1428.4
1419,42,557,Research & Development,Life Sciences,Male,Divorced,11189,Yes,1118.9
1420,41,642,Research & Development,Life Sciences,Male,Married,21412,No,2141.2
1421,47,1162,Research & Development,Medical,Female,Married,17231,No,1723.1
1422,35,1490,Research & Development,Medical,Male,Married,20232,Yes,2023.2
1423,22,581,Research & Development,Life Sciences,Male,Single,17624,No,1762.4
1424,35,1395,Research & Development,Medical,Male,Single,18698,No,1869.8
1425,33,501,Research & Development,Medical,Female,Married,21653,Yes,2165.3
1426,32,267,Research & Development,Life Sciences,Female,Single,15919,No,1591.9
1427,40,543,Research & Development,Life Sciences,Male,Married,4060,No,406.0
1428,32,234,Sales,Medical,Male,Married,18024,No,1802.4
1429,39,116,Research & Development,Life Sciences,Male,Single,5340,No,534.0
1430,38,201,Research & Development,Medical,Female,Married,3376,No,337.6
1431,32,801,Sales,Marketing,Female,Married,24032,No,2403.2
1432,37,161,Research & Development,Life Sciences,Female,Married,15471,Yes,1547.1
1433,25,1382,Sales,Other,Female,Divorced,13684,Yes,1368.4
1434,52,585,Sales,Life Sciences,Male,Divorced,19788,No,1978.8
1435,44,1037,Research & Development,Medical,Male,Single,13422,Yes,1342.2
1436,21,501,Sales,Medical,Male,Single,25479,Yes,2547.9
1437,39,105,Research & Development,Life Sciences,Male,Single,15302,No,1530.2
1438,23,638,Sales,Marketing,Male,Married,26956,No,2695.6
1439,36,557,Sales,Medical,Female,Married,12695,No,1269.5
1440,36,688,Research & Development,Life Sciences,Female,Divorced,9192,No,919.2
1441,56,667,Research & Development,Life Sciences,Male,Divorced,26236,No,2623.6
1442,29,1092,Research & Development,Medical,Male,Married,26124,Yes,2612.4
1443,42,300,Research & Development,Life Sciences,Male,Married,17312,No,1731.2
1444,56,310,Research & Development,Technical Degree,Male,Married,3666,No,366.6
1445,41,582,Research & Development,Life Sciences,Female,Married,5640,No,564.0
1446,34,704,Sales,Marketing,Female,Married,8978,No,897.8
1447,36,301,Sales,Marketing,Male,Divorced,10436,No,1043.6
1448,41,930,Sales,Life Sciences,Male,Divorced,12227,No,1222.7
1449,32,529,Research & Development,Technical Degree,Male,Single,11288,No,1128.8
1450,35,1146,Human Resources,Life Sciences,Female,Single,16642,Yes,1664.2
1451,38,345,Sales,Life Sciences,Female,Married,5982,No,598.2
1452,50,878,Sales,Life Sciences,Male,Divorced,14255,No,1425.5
1453,36,1120,Sales,Marketing,Female,Married,14369,No,1436.9
1454,45,374,Sales,Life Sciences,Female,Single,23333,No,2333.3
1455,40,1322,Research & Development,Life Sciences,Male,Single,2725,No,272.5
1456,35,1199,Research & Development,Life Sciences,Male,Married,24594,Yes,2459.4
1457,40,1194,Research & Development,Medical,Female,Married,12549,No,1254.9
1458,35,287,Research & Development,Life Sciences,Female,Married,8952,No,895.2
1459,29,1378,Research & Development,Other,Male,Married,23679,Yes,2367.9
1460,29,468,Research & Development,Medical,Female,Single,8489,No,848.9
1461,50,410,Sales,Marketing,Male,Divorced,16586,Yes,1658.6
1462,39,722,Sales,Marketing,Female,Married,8828,No,882.8
1463,31,325,Research & Development,Medical,Male,Single,3787,No,378.7
1464,26,1167,Sales,Other,Female,Single,21378,No,2137.8
1465,36,884,Research & Development,Medical,Male,Married,12290,No,1229.0
1466,39,613,Research & Development,Medical,Male,Married,21457,No,2145.7
1467,27,155,Research & Development,Life Sciences,Male,Married,5174,Yes,517.4
1468,49,1023,Sales,Medical,Male,Married,13243,No,1324.3
1469,34,628,Research & Development,Medical,Male,Married,10228,No,1022.8
